,Unnamed: 0,Published_At,Comment_ID,Comment,Replies,Likes,all_eng
209,274,['2024-12-25T05:06:10Z'],['Ugw45i077N8Rrm6YRr94AaABAg'],"Man.... Nominate this edit for an Oscar. This is Cricket.... passion, sweat, tears, pain, and ultimately- victory. Congratulations to the Indian National Team! What a hard earned victory! Some of the best players in the world fighting to show their strength and integrity.",[0],[0],man nominate this edit for an oscar this is cricket passion sweat tears pain and ultimately victory congratulations to the indian national team what a hard earned victory some of the best players in the world fighting to show their strength and integrity
210,278,['2024-12-25T02:49:04Z'],['UgxQl6O51JZHxtxmtAF4AaABAg'],Wo sb to theek h per south africa hi kyu ese moment per fasti h 😢rcb bn gyi h international ki,[0],[0],wo sb to theek h per south africa hi kyu ese moment per fasti h rcb bn gyi h international ki
211,279,['2024-12-25T02:00:49Z'],['UgzCpMgBXFQhxHyZCiF4AaABAg'],Goosebumps on its peak🥶🥵,[0],[0],goosebumps on its peak
212,282,['2024-12-24T05:03:12Z'],['UgwH4kwKgsh50k0ql5l4AaABAg'],The day we Indians smiled and cried ❤,[0],[0],the day we indians smiled and cried
213,283,['2024-12-24T04:48:14Z'],['UgzAy1S7oeRjRX-F6v14AaABAg'],Underrated arshdeep💀,[0],[1],underrated arshdeep
214,284,['2024-12-24T02:10:54Z'],['Ugx9F1QmYTSZmP0D8Wd4AaABAg'],ICC needs to produce more of this kinds of highlights.,[0],[0],icc needs to produce more of this kinds of highlights
215,285,['2024-12-23T15:20:42Z'],['UgxxUgjbPvF6xnbinYR4AaABAg'],Today is my birthday but zero like and subscribe😢,[0],[2],today is my birthday but zero like and subscribe
217,287,['2024-12-23T14:33:08Z'],['UgwePkIyJSmTrQ2UV1h4AaABAg'],Same feeling,[0],[0],same feeling
220,297,['2024-12-22T00:44:04Z'],['UgyTXVfDEGc79h7wFqV4AaABAg'],Repid Bole to bolti band Khamosh 🦁 silent 🙈🙉🙊 motivation 🔱,[0],[0],repid bole to bolti band khamosh silent motivation
221,298,['2024-12-21T17:28:10Z'],['Ugyk8-NIjlgYh_I7aKJ4AaABAg'],Literally goosebumps while wearing earphones,[0],[1],literally goosebumps while wearing earphones
222,299,['2024-12-21T08:08:53Z'],['UgwunqmJFnmLD-yJzAl4AaABAg'],DAVID MILLER was like the FINAL BOSS,[0],[0],david miller was like the final boss
223,302,['2024-12-21T02:20:21Z'],['UgwJ12km482IAoIdP3B4AaABAg'],Still and will always ❤,[0],[0],still and will always
227,306,['2024-12-20T11:29:49Z'],['Ugxlq_vtag8M2QqYfsN4AaABAg'],I only believe in jassi bhai game changer player he is... The only one,[0],[0],i only believe in jassi bhai game changer player he is the only one
229,310,['2024-12-19T20:25:51Z'],['UgwFn4X_ODOYLZJx7zR4AaABAg'],Klassen was smashing... I was😢,[0],[0],klassen was smashing i was
230,311,['2024-12-19T20:25:33Z'],['Ugxu0aLPaYDqNn8UWtd4AaABAg'],Bumrah and Aeshdeep❤️,[0],[1],bumrah and aeshdeep
231,315,['2024-12-19T05:46:23Z'],['UgxiVrEWvZb2Cdir6fR4AaABAg'],This win is for Pakistan also and Bangladesh also 😂😂 Because Pakistan is our son and Bangladesh is our granddaughter 😂😂,[0],[2],this win is for pakistan also and bangladesh also because pakistan is our son and bangladesh is our granddaughter
233,318,['2024-12-18T20:54:17Z'],['UgxyotL1VmGM5UxNB_B4AaABAg'],Miller gets it and  then❤,[0],[0],miller gets it and then
234,321,['2024-12-18T10:47:36Z'],['Ugzrh-1jvYoY1UNPMyt4AaABAg'],Hardik pandya 🔥the real hero of that match ❤,[1],[0],hardik pandya the real hero of that match
235,322,['2024-12-18T06:23:26Z'],['Ugw-zNMMwNwxYezPVEl4AaABAg'],Arshdeep the Unsung hero😢❤,[0],[1],arshdeep the unsung hero
237,324,['2024-12-17T10:25:24Z'],['UgywGTiGUbwUuvVDHZ94AaABAg'],Its coming tears in my eyes,[0],[0],its coming tears in my eyes
238,325,['2024-12-16T19:46:06Z'],['UgyQd-4lrxR4jssLRUJ4AaABAg'],Congratulations Team India 🎉🎉 Proud of you ❤❤,[0],[1],congratulations team india proud of you
239,328,['2024-12-14T18:49:35Z'],['UgxjUVbJlYxgMgR16FN4AaABAg'],Emotion❤,[0],[0],emotion
240,329,['2024-12-14T16:26:38Z'],['UgzV_P9IM8PY3wFTe394AaABAg'],Pakistan - ye kon jita hai  Virat - dhyan se dekh tere papa jite hai,[0],[0],pakistan ye kon jita hai virat dhyan se dekh tere papa jite hai
241,330,['2024-12-14T15:52:04Z'],['Ugwi6KkfilNXXCUuH6F4AaABAg'],This montage gave me chills,[0],[0],this montage gave me chills
242,331,['2024-12-14T15:30:35Z'],['UgwqM7yVJdy5u3fJWIx4AaABAg'],Today anyone,[0],[0],today anyone
244,333,['2024-12-14T13:43:28Z'],['UgwSyK2_7V7qJVVsncl4AaABAg'],Can somebody twll me where can i get this music.. is this a mix..,[0],[0],can somebody twll me where can i get this music is this a mix
245,334,['2024-12-14T13:38:24Z'],['UgzKeaODcTeEbDUJoXN4AaABAg'],Goosebumps❤ india indiaaaa,[0],[1],goosebumps india indiaaaa
246,337,['2024-12-13T21:01:08Z'],['UgxZiF2nHZ-TKDVWdqh4AaABAg'],Every time when i feel low and sad I come back to this video and every single time after watching this i have a smile of my face with tears in my eyes India have won other trophies too but nothing compares to this i will never ever forget this final it was the greatest day of my life the most beautiful and amazing feeling i experienced as a human being.,[0],[3],every time when i feel low and sad i come back to this video and every single time after watching this i have a smile of my face with tears in my eyes india have won other trophies too but nothing compares to this i will never ever forget this final it was the greatest day of my life the most beautiful and amazing feeling i experienced as a human being
248,339,['2024-12-13T14:31:09Z'],['UgwB8NZpT-i7GAVpgXV4AaABAg'],❤❤❤❤ INDIAAAAAAAAAA........❤❤❤❤❤❤❤,[0],[1],indiaaaaaaaaaa
249,340,['2024-12-13T13:27:03Z'],['Ugxufn7TeqxGm2Teah54AaABAg'],What a bass at the time on Suryas catch give goosebumps,[0],[1],what a bass at the time on suryas catch give goosebumps
251,342,['2024-12-12T13:46:40Z'],['Ugwe6g2NdS7vXZV43oZ4AaABAg'],Surya ne South Africa me suryast kr diya😂,[0],[2],surya ne south africa me suryast kr diya
253,344,['2024-12-12T11:06:15Z'],['Ugyp_8FcKdgXAcuR6AR4AaABAg'],Omg Only guess bumps 😲,[0],[1],omg only guess bumps
259,351,['2024-12-11T13:02:17Z'],['UgxO1x9IvClabdOKmC54AaABAg'],Fix match.,[1],[0],fix match
260,352,['2024-12-11T09:48:47Z'],['UgwELoj6_ubadcBTqEB4AaABAg'],Passion To Win book history ki sabse badi kitab hongi,[0],[0],passion to win book history ki sabse badi kitab hongi
261,354,['2024-12-11T04:45:28Z'],['UgyYcvGFqgm-BhR7ty94AaABAg'],Come On India 🇮🇳,[0],[0],come on india
263,356,['2024-12-10T03:02:18Z'],['Ugy4WccGORoR4MWO5fp4AaABAg'],Watch everyday,[0],[0],watch everyday
265,358,['2024-12-09T14:05:25Z'],['UgyJWbcqbJgLaGUlo414AaABAg'],Still getting goosebumps... Its never get old.. wowww moment,[0],[0],still getting goosebumps its never get old wowww moment
266,359,['2024-12-09T12:20:40Z'],['Ugywh6kvBm2ChTe5oJx4AaABAg'],Still remember how RS said that Rishabh pant stopped match for few minutes telling his leg got injured inorder to break form of the batsmen and which may have work cause much needed wicket was taken after that 😂😂😅,[0],[0],still remember how rs said that rishabh pant stopped match for few minutes telling his leg got injured inorder to break form of the batsmen and which may have work cause much needed wicket was taken after that
267,360,['2024-12-09T08:20:31Z'],['Ugy-eQvDusRehh04OnZ4AaABAg'],my comfort video,[0],[0],my comfort video
268,361,['2024-12-09T05:49:09Z'],['UgyjHNIu1tGCTkffjR94AaABAg'],I only belive on one bhai Jassi bhai🥺 Hardikkk Hardikkkk👏🏻👋🏻👏🏻👏🏻,[0],[1],i only belive on one bhai jassi bhai hardikkk hardikkkk
269,362,['2024-12-09T03:32:16Z'],['UgxnCUSMI089vMQ4Fep4AaABAg'],Where can I get this music? Is this a mix .. searching for this music,[0],[0],where can i get this music is this a mix searching for this music
271,367,['2024-12-08T15:23:14Z'],['UgztX-C53Cs7cnv_mFl4AaABAg'],That brake from Rishabh Pant 🙂,[0],[0],that brake from rishabh pant
272,369,['2024-12-08T14:24:37Z'],['Ugwb7pqBVuETIOFIZYt4AaABAg'],Turning point is the klaasen s wicket 💔,[0],[0],turning point is the klaasen s wicket
273,374,['2024-12-06T19:53:23Z'],['UgwRw1NpxJSWeVCxf-N4AaABAg'],Long off... Long off....long off.... surya ❤❤,[2],[2],long off long offlong off surya
274,375,['2024-12-06T14:34:02Z'],['UgzgEFJD9d32O3KobiF4AaABAg'],David Miller 😢😢,[0],[0],david miller
275,376,['2024-12-06T09:13:22Z'],['UgxbgExMlXq67gA7zlR4AaABAg'],heyypp,[0],[0],heyypp
276,377,['2024-12-06T07:09:26Z'],['UgyzVKJbol5F2jZgeQZ4AaABAg'],I only believe on jassi bhai because he is the game changer bowler.                                     Mohammad siraj 🥶🥶😈😈☠️💀,[0],[2],i only believe on jassi bhai because he is the game changer bowler mohammad siraj
278,380,['2024-12-05T13:08:43Z'],['UgwCAj-yWRuesyiEw914AaABAg'],Its December already. Still getting tears of happiness ❤,[0],[0],its december already still getting tears of happiness
281,383,['2024-12-05T01:06:15Z'],['UgzI9Eeq35jlcJmM0nx4AaABAg'],Put virat knock also,[0],[0],put virat knock also
283,385,['2024-12-04T16:20:15Z'],['UgzTUIqBj9wAOjiGlSF4AaABAg'],Its Hard Its Hardik ❤️❤️🔥🔥,[0],[0],its hard its hardik
284,386,['2024-12-04T15:32:04Z'],['Ugy3-5Z1eDynuSKmO2d4AaABAg'],Its not bumrah not hardik not Surya its the team its the mindset Still on goosebumps ❤,[0],[0],its not bumrah not hardik not surya its the team its the mindset still on goosebumps
285,387,['2024-12-04T14:57:53Z'],['Ugxs4Zgf-NrZ80L71e94AaABAg'],Goosebumps on surya catch,[0],[1],goosebumps on surya catch
286,388,['2024-12-04T14:12:20Z'],['Ugyn8BNs6fMgh3rdz8F4AaABAg'],Who is waiting for surya bhau catch like❤❤ thoko 😂😂😂😂,[0],[0],who is waiting for surya bhau catch like thoko
287,389,['2024-12-04T10:49:28Z'],['Ugx7-GTW68D0Ou6ewmZ4AaABAg'],Surya dada ka catch kamaal tha😮,[0],[0],surya dada ka catch kamaal tha
288,390,['2024-12-04T05:25:07Z'],['Ugz7NdMaWhhzh0LNrvp4AaABAg'],"Leaves my heart with the same emotion each time I watch this, love it! ❤❤",[0],[0],leaves my heart with the same emotion each time i watch this love it
289,391,['2024-12-04T03:38:43Z'],['UgzqOxamrZSLdi01A9N4AaABAg'],Subscribe For This masterpiece edit ❤,[0],[0],subscribe for this masterpiece edit
290,392,['2024-12-03T23:10:56Z'],['UgwA_O42fm4yVwZQ7Wh4AaABAg'],"My country may have many problems, but its still the greatest country on the planet. I will always love you, my dear country ❤♾",[0],[0],my country may have many problems but its still the greatest country on the planet i will always love you my dear country
291,393,['2024-12-03T19:51:58Z'],['UgxU8s2H6auSXYJu0Zp4AaABAg'],Kuldeep and Ravindra Jadeja are assholes who never perform in crunch matches . They don’t deserve to play at the highest level,[0],[0],kuldeep and ravindra jadeja are assholes who never perform in crunch matches they dont deserve to play at the highest level
295,400,['2024-12-02T10:58:24Z'],['UgzbD6FgY1wMxtboLpl4AaABAg'],Unbeaten champions India,[0],[0],unbeaten champions india
296,401,['2024-12-02T10:09:39Z'],['Ugx1OiyyXVaxL8gH9zh4AaABAg'],We dont just watch that moment we leave that moment ❤,[0],[0],we dont just watch that moment we leave that moment
298,406,['2024-12-01T15:27:53Z'],['Ugz3fRuJDw8e9X29f7p4AaABAg'],"I love how cricket, instead of becoming a stigma of colonization turned out to be one of the deepest emotion in Indian society. Its a part of culture now.",[0],[0],i love how cricket instead of becoming a stigma of colonization turned out to be one of the deepest emotion in indian society its a part of culture now
300,408,['2024-11-30T14:40:59Z'],['UgwvEVt0Z7NgF3iRTP14AaABAg'],the commentry,[0],[1],the commentry
301,409,['2024-11-30T14:39:05Z'],['UgwuJoiH5QhdPxYx1Xt4AaABAg'],i love S.A decock and miller,[0],[1],i love sa decock and miller
302,410,['2024-11-30T11:33:25Z'],['Ugygy6Jpxbms304Vcd14AaABAg'],Video which brings smile in every situation,[0],[0],video which brings smile in every situation
303,411,['2024-11-30T07:36:11Z'],['Ugz7H8h5VkCBrkJXTIV4AaABAg'],Klassen most dangerous bataman 🇿🇦🇿🇦👿👿🥵🥵,[0],[1],klassen most dangerous bataman
304,412,['2024-11-30T04:01:38Z'],['UgwKlCjVU6ezreQzXbx4AaABAg'],"Every time I see this, I become teary",[0],[0],every time i see this i become teary
305,413,['2024-11-30T01:48:44Z'],['Ugw8_i84tRw5GJbHKS94AaABAg'],Rishab mater mind,[0],[0],rishab mater mind
306,414,['2024-11-29T22:15:39Z'],['Ugx1p6SzTqA7zQnCkXB4AaABAg'],Why why Quinton gets out twice???,[0],[0],why why quinton gets out twice
308,417,['2024-11-29T08:00:01Z'],['Ugyax3wPkB-7erUoAEB4AaABAg'],Feel for hardik pandya 😢he was booed from the crowd during ipl and then this happened it is simply incredible emotions,[0],[0],feel for hardik pandya he was booed from the crowd during ipl and then this happened it is simply incredible emotions
309,418,['2024-11-29T07:56:36Z'],['UgwmoNvyTIWyrgCumv14AaABAg'],The commentator gone insane while seeing surya taking the blinder catch ❤,[0],[0],the commentator gone insane while seeing surya taking the blinder catch
313,423,['2024-11-28T15:21:15Z'],['UgxmV6-LdJzRmVaEoYF4AaABAg'],Jaspreet bumrah is a god gift for India,[0],[0],jaspreet bumrah is a god gift for india
314,425,['2024-11-28T14:33:13Z'],['UgyGaSIimy_A0iVnlvB4AaABAg'],Icc dogla hai jyada foriegn matcho ke highlight hai india ka bahut kam hain 😅😅😮😮😅😅😮😮,[0],[1],icc dogla hai jyada foriegn matcho ke highlight hai india ka bahut kam hain
315,426,['2024-11-28T13:50:30Z'],['Ugybq_jtw_wa63z48q14AaABAg'],"Rishabh Pant, the mastermind behind klaasens wicket",[0],[0],rishabh pant the mastermind behind klaasens wicket
316,427,['2024-11-28T11:21:54Z'],['UgzRoGqeB3SgRTK4f5J4AaABAg'],Captain Rohit you deserve it 👏,[0],[0],captain rohit you deserve it
317,428,['2024-11-28T10:45:53Z'],['Ugw0MQ2QCtfCqKVqQD14AaABAg'],Its just not a video now.... Its a magnum pous Cinema...!,[0],[0],its just not a video now its a magnum pous cinema
318,429,['2024-11-28T08:35:35Z'],['UgzWj4jAhrQqUuhjUKF4AaABAg'],Both India and south Africa won and loss . India won the final but loss the Fumbler( choker) title and south Africa vice versa,[0],[0],both india and south africa won and loss india won the final but loss the fumbler choker title and south africa vice versa
319,430,['2024-11-28T03:51:40Z'],['UgzlVNXtv-AgCWqAalJ4AaABAg'],Want the Full highlights on ICC Channel 🔥🔥,[0],[0],want the full highlights on icc channel
320,431,['2024-11-28T02:42:39Z'],['UgyCIOacTtytlPKS1Qt4AaABAg'],India is ON and draught is over... they are here to rule,[0],[0],india is on and draught is over they are here to rule
322,433,['2024-11-27T11:03:20Z'],['UgxM7taZpFeAPLKnbbB4AaABAg'],K maharaj take wicket of vadapav 😂😂😂😂😂😂😂😂😂😂😂😂😂,[0],[0],k maharaj take wicket of vadapav
323,436,['2024-11-27T01:43:20Z'],['UgygyLqzN76ot8KsZmx4AaABAg'],Love you india❤❤❤ Kohli Dhoni Rohit ❤❤❤❤❤,[0],[0],love you india kohli dhoni rohit
325,438,['2024-11-26T10:37:38Z'],['UgwEAbYTcLD1zpvLkWt4AaABAg'],This is every Indian emotion  ❤,[0],[1],this is every indian emotion
330,445,['2024-11-25T11:16:56Z'],['UgzTuFei7q9j55xw5f54AaABAg'],Pakistani Fuckers cant enter into this Video,[0],[1],pakistani fuckers cant enter into this video
331,447,['2024-11-24T18:52:15Z'],['UgwqkzqWXlq7L6TvxU14AaABAg'],Jaha matter bade hote hai Pakistan ke papa wahi kade hote hai.,[0],[0],jaha matter bade hote hai pakistan ke papa wahi kade hote hai
334,451,['2024-11-24T11:32:10Z'],['Ugwfai6UqOSln4k3ZwZ4AaABAg'],When Pakistan’s radical Allah didn’t even stopped India 🇮🇳 to win the World Cup lol 😂,[0],[0],when pakistans radical allah didnt even stopped india to win the world cup lol
336,454,['2024-11-23T15:55:33Z'],['UgziMZPW4P19AFEiPV94AaABAg'],I cried😢😢 becoz Im not a Maneauins😂😂,[0],[0],i cried becoz im not a maneauins
339,461,['2024-11-21T13:59:25Z'],['UgwN_IWmFtDfOYIyaXR4AaABAg'],Outstanding batting my boss,[0],[0],outstanding batting my boss
340,464,['2024-11-21T08:43:21Z'],['UgwWI-gBUXnSP_QCFK14AaABAg'],Aansu aa gye bhai dekh ke 😢,[0],[0],aansu aa gye bhai dekh ke
341,466,['2024-11-21T04:19:01Z'],['Ugzlq-ZyjhJFmDq1EVh4AaABAg'],Hardik pandya sir tq so much 😊,[0],[0],hardik pandya sir tq so much
342,467,['2024-11-20T20:26:01Z'],['UgxB3rmGvhEj64Aw-Yt4AaABAg'],You ask me whats therapy? Ill say watching this video at least once everyday.,[0],[0],you ask me whats therapy ill say watching this video at least once everyday
343,468,['2024-11-20T10:14:41Z'],['UgxbX5xv-JV3XKV2Km54AaABAg'],Who are all after yesterdays lose,[0],[1],who are all after yesterdays lose
344,470,['2024-11-20T08:21:44Z'],['UgwH9X95Lh7Io-aWfgp4AaABAg'],"I love South Africa team, they r so humble and match winning team...but Indian team is my life.. Hum unhe harta hua kabhi ni dekh skte.. Jai Hind",[0],[0],i love south africa team they r so humble and match winning teambut indian team is my life hum unhe harta hua kabhi ni dekh skte jai hind
345,471,['2024-11-20T07:57:37Z'],['UgwZk2f_h-seRGgOIbJ4AaABAg'],We believe in Jassi bhai💯,[0],[1],we believe in jassi bhai
347,475,['2024-11-19T16:52:27Z'],['UgxWHK40d8ohnOEnEMh4AaABAg'],Comeback is greater than Setback,[1],[0],comeback is greater than setback
350,479,['2024-11-19T15:12:20Z'],['UgyroJR7-DAiquHFzgx4AaABAg'],Hitman King Kohli jaddu 😢,[0],[0],hitman king kohli jaddu
352,481,['2024-11-19T13:40:40Z'],['UgzvuJGnphCNWdtZ3K94AaABAg'],"Surya Kumar Yadavs catch was so spectacular one, absolute beauty 💗💗",[0],[0],surya kumar yadavs catch was so spectacular one absolute beauty
355,486,['2024-11-18T12:03:17Z'],['UgwVGjna2fQcgv64XIN4AaABAg'],"Everytime Im watching this got tears in My eyes,no better feelings like this...🏆🏆🏆😍😍😍",[0],[0],everytime im watching this got tears in my eyesno better feelings like this
356,487,['2024-11-18T11:29:11Z'],['UgzsrHeQfIAyeD7qv2p4AaABAg'],World cups have always been brutal with South Africa even though they are the strongest teams out there and have high chances of winning but luck has been the opposite side for them. All the best South Africa come back stronger !!!,[0],[0],world cups have always been brutal with south africa even though they are the strongest teams out there and have high chances of winning but luck has been the opposite side for them all the best south africa come back stronger
357,488,['2024-11-18T06:03:26Z'],['Ugze_7UMznT6hVqL9U14AaABAg'],That was six.,[2],[0],that was six
359,491,['2024-11-17T07:14:54Z'],['UgzHye0qVD0-wAItTbh4AaABAg'],In Hrithiks Voice :  Sab kuch likha hua hai !!!,[0],[0],in hrithiks voice sab kuch likha hua hai
361,494,['2024-11-16T19:54:29Z'],['UgzS7D8Pk9EGjsZIaJF4AaABAg'],Bcci donations to icc paying off lol😂,[0],[0],bcci donations to icc paying off lol
362,497,['2024-11-16T11:10:23Z'],['UgyhmfM78qkO4mKb6Qd4AaABAg'],"Axars All round performance, Virats crucial knock, Hardiks brilliant bowling, Suryas world cup winning catch &amp; on top of that Ian Smiths commentary 🔥🔥🔥🔥🔥",[0],[0],axars all round performance virats crucial knock hardiks brilliant bowling suryas world cup winning catch amp on top of that ian smiths commentary
363,498,['2024-11-16T09:52:08Z'],['UgwY3UvCc_V7zuRbckx4AaABAg'],Klassen was going to challenge Gods plan 😮❤,[0],[0],klassen was going to challenge gods plan
364,504,['2024-11-15T19:41:32Z'],['UgwE8jj1X62TZdeHT154AaABAg'],"As a Pakistan fan, I have to say Congratulations India.",[0],[0],as a pakistan fan i have to say congratulations india
